DBA,STREET,INCOME_LEVEL,CUISINE_DESCRIPTION,SCORE,GRADE
KISSENA CAFE,KISSENA BOULEVARD,low income,Chinese,47,C
KISSENA CAFE,KISSENA BOULEVARD,low income,Chinese,47,C
KISSENA CAFE,KISSENA BOULEVARD,low income,Chinese,47,C
JUNG SIK,HARRISON STREET,high income,Korean,45,C
KISSENA CAFE,KISSENA BOULEVARD,low income,Chinese,47,C
KISSENA CAFE,KISSENA BOULEVARD,low income,Chinese,47,C
KISSENA CAFE,KISSENA BOULEVARD,low income,Chinese,47,C
JUNG SIK,HARRISON STREET,high income,Korean,45,C
KISSENA CAFE,KISSENA BOULEVARD,low income,Chinese,47,C
KISSENA CAFE,KISSENA BOULEVARD,low income,Chinese,47,C
KISSENA CAFE,KISSENA BOULEVARD,low income,Chinese,47,C
KISSENA CAFE,KISSENA BOULEVARD,low income,Chinese,47,C
KISSENA CAFE,KISSENA BOULEVARD,low income,Chinese,47,C
KISSENA CAFE,KISSENA BOULEVARD,low income,Chinese,47,C
JUNG SIK,HARRISON STREET,high income,Korean,45,C
KITARO,AMSTERDAM AVENUE,high income,Chinese/Japanese,26,B
KITARO,AMSTERDAM AVENUE,high income,Chinese/Japanese,26,B
KITARO,AMSTERDAM AVENUE,high income,Chinese/Japanese,26,B
KITARO,AMSTERDAM AVENUE,high income,Chinese/Japanese,26,B
KITARO,AMSTERDAM AVENUE,high income,Chinese/Japanese,26,B
KITARO,AMSTERDAM AVENUE,high income,Chinese/Japanese,26,B
KMR,MADISON AVE FL 1ST,high income,American,13,A
KMR,MADISON AVE FL 1ST,high income,American,13,A
KNICKERBOCKER CLUB,EAST   62 STREET,high income,American,10,A
KNICKERBOCKER CLUB,EAST   62 STREET,high income,American,10,A
KABUL KABAB HOUSE,MAIN STREET,low income,Middle Eastern,12,A
KABUL KABAB HOUSE,MAIN STREET,low income,Middle Eastern,12,A
KABUL KABAB HOUSE,MAIN STREET,low income,Middle Eastern,12,A
KABUL KABAB HOUSE,MAIN STREET,low income,Middle Eastern,12,A
KAFANA,AVENUE C,medium income,Eastern European,13,A
KAFANA,AVENUE C,medium income,Eastern European,13,A
KAFFE 1668,GREENWICH STREET,high income,Caf̩/Coffee/Tea,22,Z
KAFFE 1668,GREENWICH STREET,high income,Caf̩/Coffee/Tea,22,Z
KAFFE 1668,GREENWICH STREET,high income,Caf̩/Coffee/Tea,22,Z
KAFFE 1668,GREENWICH STREET,high income,Caf̩/Coffee/Tea,22,Z
KAFFE 1668,GREENWICH STREET,high income,Caf̩/Coffee/Tea,22,Z
KAFFE 1668,GREENWICH STREET,high income,Caf̩/Coffee/Tea,22,Z
KAFFE 1668,GREENWICH STREET,high income,Caf̩/Coffee/Tea,22,Z
KAFFE 1668,GREENWICH STREET,high income,Caf̩/Coffee/Tea,22,Z
KAFFE 1668,GREENWICH STREET,high income,Caf̩/Coffee/Tea,22,Z
KAFFE 1668,GREENWICH STREET,high income,Caf̩/Coffee/Tea,22,Z
KAFFE 1668,GREENWICH STREET,high income,Caf̩/Coffee/Tea,22,Z
KAFFE 1668,GREENWICH STREET,high income,Caf̩/Coffee/Tea,22,Z
KAM TUNG RESTAURANT,BEACH  116 STREET,medium income,Chinese,12,A
KAM TUNG RESTAURANT,BEACH  116 STREET,medium income,Chinese,12,A
KARAOKE DUET 48,EAST   48 STREET,high income,American,13,A
KASBAH BBQ & GRILL,WEST   85 STREET,high income,Jewish/Kosher,13,A
KATSUNO,METROPOLITAN AVENUE,medium income,Japanese,12,A
KATSUNO,METROPOLITAN AVENUE,medium income,Japanese,12,A
KAYLAH'S HUT,PROSPECT AVENUE,low income,Caribbean,11,A
KURA,ST MARKS PLACE,medium income,Japanese,11,A
KURA,ST MARKS PLACE,medium income,Japanese,11,A
KURA,ST MARKS PLACE,medium income,Japanese,11,A
KURA,ST MARKS PLACE,medium income,Japanese,11,A
KE ZHANG,KISSENA BOULEVARD,low income,Chinese,11,A
KE ZHANG,KISSENA BOULEVARD,low income,Chinese,11,A
KE ZHANG,KISSENA BOULEVARD,low income,Chinese,11,A
KE ZHANG,KISSENA BOULEVARD,low income,Chinese,11,A
KEATS RESTAURANT,2 AVENUE,high income,American,23,B
KEATS RESTAURANT,2 AVENUE,high income,American,23,B
KEATS RESTAURANT,2 AVENUE,high income,American,23,B
KEATS RESTAURANT,2 AVENUE,high income,American,23,B
KEATS RESTAURANT,2 AVENUE,high income,American,23,B
KEATS RESTAURANT,2 AVENUE,high income,American,23,B
KELLY'S,AVENUE A,medium income,Irish,17,B
KYO-YA,EAST    7 STREET,medium income,Japanese,13,A
KYO-YA,EAST    7 STREET,medium income,Japanese,13,A
KYO-YA,EAST    7 STREET,medium income,Japanese,13,A
KELLY'S,AVENUE A,medium income,Irish,17,B
KELLY'S,AVENUE A,medium income,Irish,17,B
KELLY'S,AVENUE A,medium income,Irish,17,B
L. I. C. BAR,VERNON BOULEVARD,medium income,Irish,9,A
L. I. C. BAR,VERNON BOULEVARD,medium income,Irish,9,A
L. I. C. BAR,VERNON BOULEVARD,medium income,Irish,9,A
L. I. C. BAR,VERNON BOULEVARD,medium income,Irish,9,A
KENNEDY CHICKEN &SANDWICHES,EAST  167 STREET,low income,Chicken,18,B
KENNEDY CHICKEN &SANDWICHES,EAST  167 STREET,low income,Chicken,18,B
LA BELLA ROSA BAKERY,EAST TREMONT AVENUE,low income,Bakery,12,A
LA BELLA ROSA BAKERY,EAST TREMONT AVENUE,low income,Bakery,12,A
LA BELLA VITA,MULBERRY STREET,high income,Italian,22,B
LA BELLA VITA,MULBERRY STREET,high income,Italian,22,B
LA BELLA VITA,MULBERRY STREET,high income,Italian,22,B
LA BELLA VITA,MULBERRY STREET,high income,Italian,22,B
LA BELLA VITA,MULBERRY STREET,high income,Italian,22,B
LA BELLA VITA,MULBERRY STREET,high income,Italian,22,B
LA BELLA VITA,MULBERRY STREET,high income,Italian,22,B
LA BELLA VITA,MULBERRY STREET,high income,Italian,22,B
LA BELLA VITA,MULBERRY STREET,high income,Italian,22,B
LA BELLEZZA PIZZERIA,BROADWAY,high income,Pizza,17,B
LA BELLEZZA PIZZERIA,BROADWAY,high income,Pizza,17,B
LA BELLEZZA PIZZERIA,BROADWAY,high income,Pizza,17,B
LA BOULANGERIE,72 ROAD,medium income,Bakery,10,A
LA BOULANGERIE,72 ROAD,medium income,Bakery,10,A
LA BOULANGERIE,72 ROAD,medium income,Bakery,10,A
LA BOULANGERIE,72 ROAD,medium income,Bakery,10,A
KETSIE GROCERY,E 149TH ST,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",49,C
KETSIE GROCERY,E 149TH ST,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",49,C
KETSIE GROCERY,E 149TH ST,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",49,C
KEY BAR,EAST   13 STREET,medium income,American,10,A
LA CAVA,2 AVENUE,high income,Italian,12,A
LA CAVA,2 AVENUE,high income,Italian,12,A
LA CAVA,2 AVENUE,high income,Italian,12,A
LA CAVA,2 AVENUE,high income,Italian,12,A
LA CAVA,2 AVENUE,high income,Italian,12,A
LA CAVA,2 AVENUE,high income,Italian,12,A
LA CAVA,2 AVENUE,high income,Italian,12,A
LA CAVA,2 AVENUE,high income,Italian,12,A
LA CAVA,2 AVENUE,high income,Italian,12,A
LA CAVA,2 AVENUE,high income,Italian,12,A
LA CAVA,2 AVENUE,high income,Italian,12,A
LA CAVA,2 AVENUE,high income,Italian,12,A
KHE-YO,DUANE STREET,high income,Thai,12,A
KHE-YO,DUANE STREET,high income,Thai,12,A
LA COLOMBE TORREFACTION,CHURCH STREET,high income,Caf̩/Coffee/Tea,12,A
LA COLOMBE TORREFACTION,CHURCH STREET,high income,Caf̩/Coffee/Tea,12,A
LA COLOMBE TORREFACTION,CHURCH STREET,high income,Caf̩/Coffee/Tea,12,A
LA COLOMBE TORREFACTION,CHURCH STREET,high income,Caf̩/Coffee/Tea,12,A
LA COLOMBE TORREFACTION,CHURCH STREET,high income,Caf̩/Coffee/Tea,12,A
LA COLOMBE TORREFACTION,CHURCH STREET,high income,Caf̩/Coffee/Tea,12,A
LA CROSTA RESTAURANT,EAST   72 STREET,high income,Pizza,10,A
LA CROSTA RESTAURANT,EAST   72 STREET,high income,Pizza,10,A
KILLMEYER'S OLD BAVARIA INN.,ARTHUR KILL ROAD,medium income,German,14,B
KIM'S RESTAURANT,ROCKAWAY BEACH BLVD,medium income,Chinese,4,A
KIM'S RESTAURANT,ROCKAWAY BEACH BLVD,medium income,Chinese,4,A
KIMCHI GRILL,WASHINGTON AVENUE,medium income,Korean,27,Z
LA DOLCE ITALIA BAKERY,METROPOLITAN AVENUE,medium income,Bakery,13,A
LA DOLCE ITALIA BAKERY,METROPOLITAN AVENUE,medium income,Bakery,13,A
LA DOLCE ITALIA BAKERY,METROPOLITAN AVENUE,medium income,Bakery,13,A
LA DOLCE ITALIA BAKERY,METROPOLITAN AVENUE,medium income,Bakery,13,A
LA DOLCE ITALIA BAKERY,METROPOLITAN AVENUE,medium income,Bakery,13,A
LA DOLCE ITALIA BAKERY,METROPOLITAN AVENUE,medium income,Bakery,13,A
LA DOLCE PASTRY SHOPPE,ROSSVILLE AVENUE,medium income,Bakery,16,B
LA ESPERANZA MEXICAN DELI GROCERY & VEGETABLES,GRAND CONCOURSE,low income,Mexican,25,B
LA ESPERANZA MEXICAN DELI GROCERY & VEGETABLES,GRAND CONCOURSE,low income,Mexican,25,B
LA ESPERANZA MEXICAN DELI GROCERY & VEGETABLES,GRAND CONCOURSE,low income,Mexican,25,B
LA ESPIGA MEXICAN RESTAURANT,SOUTHERN BOULEVARD,low income,Mexican,11,A
LA ESPIGA MEXICAN RESTAURANT,SOUTHERN BOULEVARD,low income,Mexican,11,A
LA ESPIGA MEXICAN RESTAURANT,SOUTHERN BOULEVARD,low income,Mexican,11,A
LA ESPIGA MEXICAN RESTAURANT,SOUTHERN BOULEVARD,low income,Mexican,11,A
KING DAVID/MIKIHANA SUSHI,QUEENS BOULEVARD,medium income,Jewish/Kosher,28,Z
KING DAVID/MIKIHANA SUSHI,QUEENS BOULEVARD,medium income,Jewish/Kosher,28,Z
KING DAVID/MIKIHANA SUSHI,QUEENS BOULEVARD,medium income,Jewish/Kosher,28,Z
LA FONDA DEL SOL,PARK AVENUE,high income,Spanish,13,A
KING GRILL RESTAURANT,EAST  169 STREET,low income,Spanish,29,C
KING GRILL RESTAURANT,EAST  169 STREET,low income,Spanish,29,C
KING GRILL RESTAURANT,EAST  169 STREET,low income,Spanish,29,C
KING WOK KITCHEN,ASCAN AVENUE,medium income,Chinese,10,A
LA GIOCONDA,EAST   53 STREET,high income,Italian,9,A
LA GIOCONDA,EAST   53 STREET,high income,Italian,9,A
LA GOURMET,EAST   58 STREET,high income,American,12,A
LA GOURMET,EAST   58 STREET,high income,American,12,A
LA GOURMET,EAST   58 STREET,high income,American,12,A
LA GOURMET,EAST   58 STREET,high income,American,12,A
LA GOURMET,EAST   58 STREET,high income,American,12,A
LA GOURMET,EAST   58 STREET,high income,American,12,A
LA GOURMET,EAST   58 STREET,high income,American,12,A
LA GOURMET,EAST   58 STREET,high income,American,12,A
LA GOURMET,EAST   58 STREET,high income,American,12,A
LA GOURMET,EAST   58 STREET,high income,American,12,A
LA GOURMET,EAST   58 STREET,high income,American,12,A
LA GOURMET,EAST   58 STREET,high income,American,12,A
LA GOURMET,EAST   58 STREET,high income,American,12,A
LA GOURMET,EAST   58 STREET,high income,American,12,A
LA GOURMET,EAST   58 STREET,high income,American,12,A
LA GRENOUILLE,EAST   52 STREET,high income,French,13,A
LA GRENOUILLE,EAST   52 STREET,high income,French,13,A
KING WOK KITCHEN,ASCAN AVENUE,medium income,Chinese,10,A
KING WOK KITCHEN,ASCAN AVENUE,medium income,Chinese,10,A
KING WOK KITCHEN,ASCAN AVENUE,medium income,Chinese,10,A
KINGS CARRIAGE HOUSE,EAST   82 STREET,high income,American,18,B
KINGS CARRIAGE HOUSE,EAST   82 STREET,high income,American,18,B
KINGS CARRIAGE HOUSE,EAST   82 STREET,high income,American,18,B
KISSENA CAFE,KISSENA BOULEVARD,low income,Chinese,47,C
LA LECHONERA CRIOLLA,WEBSTER AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",15,B
LA LECHONERA CRIOLLA,WEBSTER AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",15,B
LA LECHONERA CRIOLLA,WEBSTER AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",15,B
LA LECHONERA CRIOLLA,WEBSTER AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",15,B
LA LECHONERA CRIOLLA,WEBSTER AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",15,B
LA LECHONERA CRIOLLA,WEBSTER AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",15,B
LA LECHONERA CRIOLLA,WEBSTER AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",15,B
LA LECHONERA CRIOLLA,WEBSTER AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",15,B
LA LECHONERA CRIOLLA,WEBSTER AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",15,B
KISSENA CAFE,KISSENA BOULEVARD,low income,Chinese,47,C
KISSENA CAFE,KISSENA BOULEVARD,low income,Chinese,47,C
KISSENA CAFE,KISSENA BOULEVARD,low income,Chinese,47,C
KISSENA CAFE,KISSENA BOULEVARD,low income,Chinese,47,C
KISSENA CAFE,KISSENA BOULEVARD,low income,Chinese,47,C
KISSENA CAFE,KISSENA BOULEVARD,low income,Chinese,47,C
KISSENA CAFE,KISSENA BOULEVARD,low income,Chinese,47,C
KISSENA CAFE,KISSENA BOULEVARD,low income,Chinese,47,C
KISSENA CAFE,KISSENA BOULEVARD,low income,Chinese,47,C
KISSENA CAFE,KISSENA BOULEVARD,low income,Chinese,47,C
KISSENA CAFE,KISSENA BOULEVARD,low income,Chinese,47,C
KITARO,AMSTERDAM AVENUE,high income,Chinese/Japanese,26,B
KITARO,AMSTERDAM AVENUE,high income,Chinese/Japanese,26,B
LA MELA RESTAURANT,MULBERRY STREET,high income,Italian,12,A
LA MELA RESTAURANT,MULBERRY STREET,high income,Italian,12,A
LA MELA RESTAURANT,MULBERRY STREET,high income,Italian,12,A
LA MELA RESTAURANT,MULBERRY STREET,high income,Italian,12,A
LA MELA RESTAURANT,MULBERRY STREET,high income,Italian,12,A
LA MELA RESTAURANT,MULBERRY STREET,high income,Italian,12,A
LA MIA PIZZA,1 AVENUE,high income,Pizza,51,C
LA MIA PIZZA,1 AVENUE,high income,Pizza,51,C
LA MIA PIZZA,1 AVENUE,high income,Pizza,51,C
LA MIA PIZZA,1 AVENUE,high income,Pizza,51,C
LA MIA PIZZA,1 AVENUE,high income,Pizza,51,C
LA MIA PIZZA,1 AVENUE,high income,Pizza,51,C
KN MI DELICIA BAKERY,3 AVENUE,low income,Bakery,12,A
KN MI DELICIA BAKERY,3 AVENUE,low income,Bakery,12,A
KN MI DELICIA BAKERY,3 AVENUE,low income,Bakery,12,A
KNICKERBOCKER CLUB,EAST   62 STREET,high income,American,10,A
LA MIRABELLE RESTAURANT,WEST   86 STREET,high income,French,17,B
LA MIRABELLE RESTAURANT,WEST   86 STREET,high income,French,17,B
LA MONEDA RESTAURANT,JEROME AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
LA MONEDA RESTAURANT,JEROME AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
LA MONEDA RESTAURANT,JEROME AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
KNICKERBOCKER CLUB,EAST   62 STREET,high income,American,10,A
KNICKERBOCKER CLUB,EAST   62 STREET,high income,American,10,A
KNICKERBOCKER CLUB,EAST   62 STREET,high income,American,10,A
LA MORADA RESTAURANT,WILLIS AVENUE,low income,Mexican,9,A
LA MORADA RESTAURANT,WILLIS AVENUE,low income,Mexican,9,A
LA MORADA RESTAURANT,WILLIS AVENUE,low income,Mexican,9,A
LA MORADA RESTAURANT,WILLIS AVENUE,low income,Mexican,9,A
KNICKERBOCKER CLUB,EAST   62 STREET,high income,American,10,A
KNICKERBOCKER CLUB,EAST   62 STREET,high income,American,10,A
LA MORADA RESTAURANT,WILLIS AVENUE,low income,Mexican,9,A
LA MORADA RESTAURANT,WILLIS AVENUE,low income,Mexican,9,A
LA NONNA,MULBERRY STREET,high income,Italian,22,B
LA NONNA,MULBERRY STREET,high income,Italian,22,B
LA NONNA,MULBERRY STREET,high income,Italian,22,B
LA NONNA,MULBERRY STREET,high income,Italian,22,B
KO SUSHI,2 AVENUE,high income,Japanese,21,B
KO SUSHI,2 AVENUE,high income,Japanese,21,B
KO SUSHI,2 AVENUE,high income,Japanese,21,B
KO SUSHI,2 AVENUE,high income,Japanese,21,B
KO SUSHI,2 AVENUE,high income,Japanese,21,B
KO SUSHI,2 AVENUE,high income,Japanese,21,B
KO SUSHI,2 AVENUE,high income,Japanese,21,B
KO SUSHI,2 AVENUE,high income,Japanese,21,B
KO SUSHI,2 AVENUE,high income,Japanese,21,B
KO SUSHI,2 AVENUE,high income,Japanese,21,B
KO SUSHI,2 AVENUE,high income,Japanese,21,B
KO SUSHI,2 AVENUE,high income,Japanese,21,B
LA NUEVA GIRALDA BAKERY,WESTCHESTER AVENUE,low income,Bakery,13,A
LA ROSA BAKERY,EAST  170 STREET,low income,Bakery,26,B
KURA,ST MARKS PLACE,medium income,Japanese,11,A
KURA,ST MARKS PLACE,medium income,Japanese,11,A
KYO-YA,EAST    7 STREET,medium income,Japanese,13,A
LA TRATTORIA,2 AVENUE,high income,Pizza,32,C
LA TRATTORIA,2 AVENUE,high income,Pizza,32,C
LA TRAVIATA PIZZA,WEST   68 STREET,high income,Pizza,11,A
LA TRAVIATA PIZZA,WEST   68 STREET,high income,Pizza,11,A
LA TRAVIATA PIZZA,WEST   68 STREET,high income,Pizza,11,A
LA TRAVIATA PIZZA,WEST   68 STREET,high income,Pizza,11,A
LA TRAVIATA PIZZA,WEST   68 STREET,high income,Pizza,11,A
LA TRAVIATA PIZZA,WEST   68 STREET,high income,Pizza,11,A
L'AMOUR,QUEENS BOULEVARD,medium income,Jewish/Kosher,13,A
L'AMOUR,QUEENS BOULEVARD,medium income,Jewish/Kosher,13,A
L. I. C. BAR,VERNON BOULEVARD,medium income,Irish,9,A
LA VIGNA,METROPOLITAN AVENUE,medium income,Italian,12,A
LA VIGNA,METROPOLITAN AVENUE,medium income,Italian,12,A
LABELLA FERRARA,MULBERRY STREET,high income,Bakery,13,A
LABELLA FERRARA,MULBERRY STREET,high income,Bakery,13,A
LABELLA FERRARA,MULBERRY STREET,high income,Bakery,13,A
LACORAL,CENTRE STREET,high income,Asian,8,A
LAI WANG KA MEI RESTAURANT,KISSENA BLVD,low income,Chinese,12,A
LAI WANG KA MEI RESTAURANT,KISSENA BLVD,low income,Chinese,12,A
LAKE PAVILION,MAIN ST,low income,Chinese,13,A
LAKE PAVILION,MAIN ST,low income,Chinese,13,A
LA BELLA ROSA BAKERY,EAST TREMONT AVENUE,low income,Bakery,12,A
LA BELLA VITA,MULBERRY STREET,high income,Italian,22,B
LA BELLA VITA,MULBERRY STREET,high income,Italian,22,B
LA BELLA VITA,MULBERRY STREET,high income,Italian,22,B
LAMB NOODLE SOUP,MAIN STREET,low income,Chinese,13,A
LA BELLEZZA PIZZERIA,BROADWAY,high income,Pizza,17,B
LAMB NOODLE SOUP,MAIN STREET,low income,Chinese,13,A
LAMB NOODLE SOUP,MAIN STREET,low income,Chinese,13,A
LA BOITE EN BOIS,WEST   68 STREET,high income,French,33,C
LA BOITE EN BOIS,WEST   68 STREET,high income,French,33,C
LA BOULANGERIE,72 ROAD,medium income,Bakery,10,A
LA BOULANGERIE,72 ROAD,medium income,Bakery,10,A
LA BOULANGERIE,72 ROAD,medium income,Bakery,10,A
LA BOULANGERIE,72 ROAD,medium income,Bakery,10,A
LANDMARK COFFEE SHOP,GRAND STREET,high income,American,13,A
LANDMARK COFFEE SHOP,GRAND STREET,high income,American,13,A
LA CAVA,2 AVENUE,high income,Italian,12,A
LA CAVA,2 AVENUE,high income,Italian,12,A
LA CAVA,2 AVENUE,high income,Italian,12,A
LA COLOMBE TORREFACTION,CHURCH STREET,high income,Caf̩/Coffee/Tea,12,A
LA COLOMBE TORREFACTION,CHURCH STREET,high income,Caf̩/Coffee/Tea,12,A
LA COLOMBE TORREFACTION,CHURCH STREET,high income,Caf̩/Coffee/Tea,12,A
LA COLOMBE TORREFACTION,CHURCH STREET,high income,Caf̩/Coffee/Tea,12,A
LA COLOMBE TORREFACTION,CHURCH STREET,high income,Caf̩/Coffee/Tea,12,A
LA COLOMBE TORREFACTION,CHURCH STREET,high income,Caf̩/Coffee/Tea,12,A
LA CROSTA RESTAURANT,EAST   72 STREET,high income,Pizza,10,A
LA CROSTA RESTAURANT,EAST   72 STREET,high income,Pizza,10,A
LA CROSTA RESTAURANT,EAST   72 STREET,high income,Pizza,10,A
LA CROSTA RESTAURANT,EAST   72 STREET,high income,Pizza,10,A
LAS PALMAS BAKERY,JEROME AVENUE,low income,Bakery,23,B
LAS PALMAS BAKERY,JEROME AVENUE,low income,Bakery,23,B
LAS PALMAS BAKERY,JEROME AVENUE,low income,Bakery,23,B
LAS PALMAS BAKERY,JEROME AVENUE,low income,Bakery,23,B
LAS PALMAS BAKERY,JEROME AVENUE,low income,Bakery,23,B
LAS PALMAS BAKERY,JEROME AVENUE,low income,Bakery,23,B
LA DOLCE ITALIA BAKERY,METROPOLITAN AVENUE,medium income,Bakery,13,A
LA DOLCE ITALIA BAKERY,METROPOLITAN AVENUE,medium income,Bakery,13,A
LA DOLCE ITALIA BAKERY,METROPOLITAN AVENUE,medium income,Bakery,13,A
LA DOLCE ITALIA BAKERY,METROPOLITAN AVENUE,medium income,Bakery,13,A
LA DOLCE PASTRY SHOPPE,ROSSVILLE AVENUE,medium income,Bakery,16,B
LA DOLCE PASTRY SHOPPE,ROSSVILLE AVENUE,medium income,Bakery,16,B
LA ESPERANZA MEXICAN DELI GROCERY & VEGETABLES,GRAND CONCOURSE,low income,Mexican,25,B
LA ESPERANZA MEXICAN DELI GROCERY & VEGETABLES,GRAND CONCOURSE,low income,Mexican,25,B
LA ESPIGA MEXICAN RESTAURANT,SOUTHERN BOULEVARD,low income,Mexican,11,A
LA ESPIGA MEXICAN RESTAURANT,SOUTHERN BOULEVARD,low income,Mexican,11,A
LA ESPIGA MEXICAN RESTAURANT,SOUTHERN BOULEVARD,low income,Mexican,11,A
LA ESPIGA MEXICAN RESTAURANT,SOUTHERN BOULEVARD,low income,Mexican,11,A
LA ESPIGA MEXICAN RESTAURANT,SOUTHERN BOULEVARD,low income,Mexican,11,A
LA ESPIGA MEXICAN RESTAURANT,SOUTHERN BOULEVARD,low income,Mexican,11,A
LATIN BAKERY,MAIN STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
LAVAGNA,EAST    5 STREET,medium income,Italian,12,A
LA FONDA DEL SOL,PARK AVENUE,high income,Spanish,13,A
LA GIOCONDA,EAST   53 STREET,high income,Italian,9,A
LAZY POINT,SPRING STREET,high income,American,10,A
LA GIOCONDA,EAST   53 STREET,high income,Italian,9,A
LA GOURMET,EAST   58 STREET,high income,American,12,A
LA GOURMET,EAST   58 STREET,high income,American,12,A
LA GOURMET,EAST   58 STREET,high income,American,12,A
LA GOURMET,EAST   58 STREET,high income,American,12,A
LA GOURMET,EAST   58 STREET,high income,American,12,A
LA GOURMET,EAST   58 STREET,high income,American,12,A
LA GOURMET,EAST   58 STREET,high income,American,12,A
LA GOURMET,EAST   58 STREET,high income,American,12,A
LA GOURMET,EAST   58 STREET,high income,American,12,A
LE BATEAU IVRE,EAST   51 STREET,high income,French,12,A
LE BATEAU IVRE,EAST   51 STREET,high income,French,12,A
LA GRENOUILLE,EAST   52 STREET,high income,French,13,A
LA GRENOUILLE,EAST   52 STREET,high income,French,13,A
LA GRENOUILLE,EAST   52 STREET,high income,French,13,A
LA GRENOUILLE,EAST   52 STREET,high income,French,13,A
LE CHARLOT,EAST   69 STREET,high income,French,13,A
LE CHARLOT,EAST   69 STREET,high income,French,13,A
LE CHARLOT,EAST   69 STREET,high income,French,13,A
LE CHARLOT,EAST   69 STREET,high income,French,13,A
LE COLONIAL,EAST   57 STREET,high income,Asian,12,A
LE COLONIAL,EAST   57 STREET,high income,Asian,12,A
LE GOURMET,1 AVENUE,high income,American,9,A
LE GOURMET,1 AVENUE,high income,American,9,A
LA LECHONERA CRIOLLA,WEBSTER AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",15,B
LA LECHONERA CRIOLLA,WEBSTER AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",15,B
LA LECHONERA CRIOLLA,WEBSTER AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",15,B
LE MOULIN A CAFE,YORK AVENUE,high income,Caf̩/Coffee/Tea,13,A
LE MOULIN A CAFE,YORK AVENUE,high income,Caf̩/Coffee/Tea,13,A
LA MELA RESTAURANT,MULBERRY STREET,high income,Italian,12,A
LA MELA RESTAURANT,MULBERRY STREET,high income,Italian,12,A
LA MIA PIZZA,1 AVENUE,high income,Pizza,51,C
LA MIA PIZZA,1 AVENUE,high income,Pizza,51,C
LE PAIN QUOTIDIEN,BROADWAY,high income,American,13,A
LE PAIN QUOTIDIEN,BROADWAY,high income,American,13,A
LE PAIN QUOTIDIEN,BROADWAY,high income,American,13,A
LE PAIN QUOTIDIEN,BROADWAY,high income,American,13,A
LE PAIN QUOTIDIEN,BROADWAY,high income,American,13,A
LE PAIN QUOTIDIEN,BROADWAY,high income,American,13,A
LA MIRABELLE RESTAURANT,WEST   86 STREET,high income,French,17,B
LA MIRABELLE RESTAURANT,WEST   86 STREET,high income,French,17,B
LE PAIN QUOTIDIEN,BROADWAY,high income,American,13,A
LE PAIN QUOTIDIEN,BROADWAY,high income,American,13,A
LE PAIN QUOTIDIEN,BROADWAY,high income,Sandwiches,13,A
LE PAIN QUOTIDIEN,BROADWAY,high income,Sandwiches,13,A
LA NONNA,MULBERRY STREET,high income,Italian,22,B
LA NONNA,MULBERRY STREET,high income,Italian,22,B
LA NONNA,MULBERRY STREET,high income,Italian,22,B
LA NONNA,MULBERRY STREET,high income,Italian,22,B
LA NUEVA GIRALDA BAKERY,WESTCHESTER AVENUE,low income,Bakery,13,A
LE PIF,BROADWAY,high income,French,12,A
LE PIF,BROADWAY,high income,French,12,A
LE VEAU DOR,EAST   60 STREET,high income,French,13,A
LA NUEVA GIRALDA BAKERY,WESTCHESTER AVENUE,low income,Bakery,13,A
LA ROSA BAKERY,EAST  170 STREET,low income,Bakery,26,B
LECHONERA & POLLO SABROSO RESTAURANT,3 AVENUE,low income,Spanish,13,A
LECHONERA & POLLO SABROSO RESTAURANT,3 AVENUE,low income,Spanish,13,A
LECHONERA & POLLO SABROSO RESTAURANT,3 AVENUE,low income,Spanish,13,A
LECHONERA & POLLO SABROSO RESTAURANT,3 AVENUE,low income,Spanish,13,A
LECHONERA & POLLO SABROSO RESTAURANT,3 AVENUE,low income,Spanish,13,A
LECHONERA & POLLO SABROSO RESTAURANT,3 AVENUE,low income,Spanish,13,A
LECHONERA & POLLO SABROSO RESTAURANT,3 AVENUE,low income,Spanish,13,A
LECHONERA & POLLO SABROSO RESTAURANT,3 AVENUE,low income,Spanish,13,A
