Borough,INCOME LEVEL,DBA,STREET,GRADE DATE,LATITUDE,LONGITUDE
Manhattan,high income,CAFE FIORELLO,BROADWAY,2/8/2019,40.775494,-73.982327
Manhattan,high income,BARRYS BOOTCAMP,WEST   69 STREET,2/22/2019,40.776166,-73.981741
Manhattan,high income,GRAY'S PAPAYA,BROADWAY,2/22/2019,40.775494,-73.982327
Manhattan,high income,LE PAIN QUOTIDIEN,WEST   72 STREET,2/22/2019,40.778739,-73.980862
Manhattan,high income,EMERALD INN,WEST   72 STREET,9/17/2019,40.778739,-73.980862
Manhattan,high income,AMBER,WEST   70 STREET,9/19/2019,40.776965,-73.981603
Manhattan,high income,AMY'S BREAD CAFE,LINCOLN CENTER PLZ,9/13/2019,40.770897,-73.981081
Manhattan,high income,THE JUILLIARD SCHOOL(ROSE CAFE),WEST   65 STREET,10/1/2019,40.774024,-73.984301
Manhattan,high income,STARBUCKS,WEST   73 STREET,9/27/2019,40.779409,-73.981656
Manhattan,high income,NOI DUE,WEST   69 STREET,9/19/2019,40.776166,-73.981741
Manhattan,high income,DIVE 75,WEST   75 STREET,9/19/2019,40.780692,-73.979447
Manhattan,high income,MALACHY'S,WEST   72 STREET,10/1/2019,40.778739,-73.980862
Manhattan,high income,PRELUDE CAFE & BAR (ALLICE TULLY HALL),WEST   65 STREET,9/27/2019,40.774024,-73.984301
Manhattan,high income,IL VIOLINO,COLUMBUS AVENUE,9/17/2019,40.774923,-73.980901
Manhattan,high income,BEACON BAR,BROADWAY,10/1/2019,40.775494,-73.982327
Manhattan,high income,THE DAKOTA BAR,WEST   72 STREET,9/17/2019,40.778739,-73.980862
Manhattan,high income,DARK BULLET,WEST   72 STREET,10/1/2019,40.778739,-73.980862
Manhattan,high income,ANGAAR,COLUMBUS AVENUE,7/11/2019,40.774923,-73.980901
Manhattan,high income,DA CAPO,COLUMBUS AVENUE,7/26/2019,40.774923,-73.980901
Manhattan,high income,SHAKESPEARE & CO,BROADWAY,7/11/2019,40.775494,-73.982327
Manhattan,high income,LEYLA,WEST   74 STREET,7/11/2019,40.780151,-73.981388
Manhattan,high income,LITTLE ITALY PIZZA,BROADWAY,7/24/2019,40.775494,-73.982327
Manhattan,high income,HAAGEN - DAZS,AMSTERDAM AVENUE,7/22/2019,40.775501,-73.98421
Manhattan,high income,GEBHARD'S BEER CULTURE,WEST   72 STREET,7/23/2019,40.778739,-73.980862
Manhattan,high income,HUMMUS PLACE,AMSTERDAM AVENUE,7/23/2019,40.775501,-73.98421
Manhattan,high income,POLPETTE 71,WEST   71 STREET,7/26/2019,40.776595,-73.979989
Manhattan,high income,PLAYA BETTY'S,AMSTERDAM AVENUE,7/24/2019,40.775501,-73.98421
Manhattan,high income,MANHATTAN MOVEMENT & ARTS CENTER,WEST   60 STREET,7/10/2019,40.770922,-73.986532
Manhattan,high income,BOX KITE COFFEE,WEST   72 STREET,7/22/2019,40.778739,-73.980862
Manhattan,high income,SHALEL,WEST   70 STREET,7/26/2019,40.776965,-73.981603
Manhattan,high income,ROSA MEXICANO,COLUMBUS AVENUE,7/2/2019,40.774923,-73.980901
Manhattan,high income,PARIS BAGUETTE,BROADWAY,7/24/2019,40.775494,-73.982327
Manhattan,high income,STARBUCKS,BROADWAY,7/24/2019,40.775494,-73.982327
Manhattan,high income,THE MUFFIN CAFE,COLUMBUS AVENUE,7/15/2019,40.774923,-73.980901
Manhattan,high income,JUICE GENERATION,WEST   72 STREET,7/24/2019,40.778739,-73.980862
Manhattan,high income,CAFE LUXEMBOURG,WEST   70 STREET,8/12/2019,40.776965,-73.981603
Manhattan,high income,SANTA FE,WEST   71 STREET,8/7/2019,40.776595,-73.979989
Manhattan,high income,SUSHI YASAKA,WEST   72 STREET,8/12/2019,40.778739,-73.980862
Manhattan,high income,VIAND CAFE,BROADWAY,7/31/2019,40.775494,-73.982327
Manhattan,high income,MY MOST FAVORITE FOOD,WEST   72 STREET,8/14/2019,40.778739,-73.980862
Manhattan,high income,LA TRAVIATA PIZZA,WEST   68 STREET,8/14/2019,40.775359,-73.981877
Manhattan,high income,JEAN GEORGES,CENTRAL PARK WEST,8/21/2019,40.773727,-73.978068
Manhattan,high income,COLUMBUS GOURMET FOOD,COLUMBUS AVE STORE #2,8/21/2019,40.774923,-73.980901
Manhattan,high income,DOMINO'S,WEST   72 STREET,8/20/2019,40.778739,-73.980862
Manhattan,high income,PEPERINO,WEST END AVENUE,8/2/2019,40.776671,-73.987049
Manhattan,high income,PARM,COLUMBUS AVENUE,8/20/2019,40.774923,-73.980901
Manhattan,high income,LEVAIN BAKERY,WEST   74 STREET,8/9/2019,40.780151,-73.981388
Manhattan,high income,KUMO SUSHI,WEST   72 STREET,7/31/2019,40.778739,-73.980862
Manhattan,high income,MANDARIN ORIENTAL HOTEL-CAFETERIA,COLUMBUS CIRCLE,8/2/2019,40.768624,-73.982118
Manhattan,high income,JOANNE TRATTORIA,WEST   68 STREET,8/14/2019,40.775359,-73.981877
Manhattan,high income,WOK CITY,AMSTERDAM AVE,8/9/2019,40.775501,-73.98421
Manhattan,high income,PASHA TURKISH RESTAURANT,WEST   71 STREET,8/9/2019,40.776595,-73.979989
Manhattan,high income,SWEETGREEN,AMSTERDAM AVENUE,7/30/2019,40.775501,-73.98421
Manhattan,high income,SIDO FALAFEL & MORE,COLUMBUS AVENUE,8/20/2019,40.774923,-73.980901
Manhattan,high income,PINKBERRY,BROADWAY,5/1/2019,40.775494,-73.982327
Manhattan,high income,CAFE BEE,WEST   72 STREET,5/3/2019,40.778739,-73.980862
Manhattan,high income,TAP NYC,COLUMBUS AVENUE,5/1/2019,40.774923,-73.980901
Manhattan,high income,POMODORO RISTORANTE,COLUMBUS AVENUE,5/2/2019,40.774923,-73.980901
Manhattan,high income,MIZNON UWS,WEST   72 STREET,4/19/2019,40.778739,-73.980862
Manhattan,high income,WESTSIDE RESTAURANT,BROADWAY,4/15/2019,40.775494,-73.982327
Manhattan,high income,BREADS BAKERY,BROADWAY,4/19/2019,40.775494,-73.982327
Manhattan,high income,BLACK PRESS COFFEE,COLUMBUS AVENUE,4/18/2019,40.774923,-73.980901
Manhattan,high income,LINCOLN RISTORANTE,WEST   65 STREET,4/15/2019,40.774024,-73.984301
Manhattan,high income,MANDARIN ORIENTAL HOTEL-ASIATE,COLUMBUS CIRCLE at 60th street,4/15/2019,40.769847,-73.984315
Manhattan,high income,JOE COFFEE COMPANY,AMSTERDAM AVENUE,4/18/2019,40.775501,-73.98421
Manhattan,high income,OLD JOHN'S LUNCHEONETTE,WEST   67 STREET,5/2/2019,40.774548,-73.982009
Manhattan,high income,JOE,COLUMBUS AVENUE,4/19/2019,40.774923,-73.980901
Manhattan,high income,NANOOSH,BROADWAY,5/2/2019,40.775494,-73.982327
Manhattan,high income,DIG INN,WEST   67 STREET,4/19/2019,40.774548,-73.982009
Manhattan,high income,BAR BOULUD,BROADWAY,5/23/2019,40.775494,-73.982327
Manhattan,high income,STARBUCKS,BROADWAY,5/17/2019,40.775494,-73.982327
Manhattan,high income,CROSSFIT SPOT,AMSTERDAM AVENUE,5/21/2019,40.775501,-73.98421
Manhattan,high income,BEACON THEATRE,BROADWAY,6/6/2019,40.775494,-73.982327
Manhattan,high income,NOI DUE CARNE,WEST   69 STREET,6/11/2019,40.776166,-73.981741
Manhattan,high income,BEACON THEATRE (LOGE STAIRS BAR),BROADWAY,6/6/2019,40.775494,-73.982327
Manhattan,high income,GABRIEL'S BAR & RESTAURANT,WEST   60 STREET,6/3/2019,40.770922,-73.986532
Manhattan,high income,BEACON THEATRE (ORCHESTRA BAR/MAIN FLOOR),BROADWAY,6/6/2019,40.775494,-73.982327
Manhattan,high income,OXBOW TAVERN,COLUMBUS AVENUE,6/8/2019,40.774923,-73.980901
Manhattan,high income,BEACON THEATRE (BALCONY BAR),BROADWAY,6/6/2019,40.775494,-73.982327
Manhattan,high income,BEACON THEATRE SATELLITE BAR,BROADWAY,6/6/2019,40.775494,-73.982327
Manhattan,high income,BEACON THEATRE WINDOW BAR 2ND,BROADWAY,6/6/2019,40.775494,-73.982327
Manhattan,high income,LINCOLN CENTER THEATER (Claire Tow Theater),WEST   65 STREET,6/12/2019,40.774024,-73.984301
Manhattan,high income,THE BALLSFIELD CAFE,BALLFIELDS IN CENTRAL PARK,6/26/2019,40.776765,-73.982213
Manhattan,high income,CAFE MARGOT PATISSERIE,BROADWAY,6/19/2019,40.775494,-73.982327
Manhattan,high income,BRODO BROTH SHOP,BROADWAY,7/2/2019,40.775494,-73.982327
Manhattan,high income,THE TRIAD,WEST   72 STREET,6/28/2019,40.778739,-73.980862
Manhattan,high income,SHUN LEE,WEST   65 STREET,6/17/2019,40.774024,-73.984301
Manhattan,high income,RAKU IT'S JAPANESE II,WEST   76 STREET,6/18/2019,40.78162,-73.980818
Manhattan,high income,ZURUTTO RAMEN & GYOZA BAR,WEST   72 STREET,6/18/2019,40.778739,-73.980862
Manhattan,high income,BISTRO CASSIS,COLUMBUS AVENUE,6/17/2019,40.774923,-73.980901
Manhattan,high income,BOULE & CHERIE,AMSTERDAM AVENUE,6/19/2019,40.775501,-73.98421
Manhattan,high income,BOULUD SUD / EPICERIE BOULUD,BROADWAY,6/17/2019,40.775494,-73.982327
Manhattan,high income,CAFE 21 (entrance is between 60TH & 61st Street on Hudson),WEST END AVENUE,6/19/2019,40.776671,-73.987049
Manhattan,high income,MANDARIN ORIENTAL HOTEL-BANQUET,COLUMBUS CIRCLE at 60th street,6/18/2019,40.769847,-73.984315
Manhattan,high income,PIER 72 RESTAURANT,WEST   72 STREET,7/1/2019,40.778739,-73.980862
Manhattan,high income,SUGAR FACTORY,BROADWAY,6/21/2019,40.775494,-73.982327
Manhattan,high income,Sushi Kaito,WEST   72 STREET,6/13/2019,40.778739,-73.980862
Manhattan,high income,LEGEND,WEST   72 STREET,6/19/2019,40.778739,-73.980862
Manhattan,high income,BLUE BOTTLE COFFEE,AMSTERDAM AVENUE,6/18/2019,40.775501,-73.98421
Manhattan,high income,VANGUARD WINE BAR,AMSTERDAM AVENUE,6/12/2019,40.775501,-73.98421
Manhattan,high income,INDIE FOOD AND WINE,WEST   65 STREET,6/18/2019,40.774024,-73.984301
Manhattan,high income,CAFE 47,WEST   66 STREET,6/18/2019,40.774003,-73.981992
Manhattan,high income,CESCA,WEST   75 STREET,6/12/2019,40.780692,-73.979447
Manhattan,high income,FREDDIE & PEPPER'S PIZZA,AMSTERDAM AVENUE,6/19/2019,40.775501,-73.98421
Manhattan,high income,CHALAIT,AMSTERDAM AVENUE,1/24/2020,40.785662,-73.97642
Manhattan,high income,STARBUCKS,COLUMBUS AVENUE,12/26/2019,40.785243,-73.973377
Manhattan,high income,ALACHI MASALA INDIAN RESTAURANT,AMSTERDAM AVENUE,12/27/2019,40.785662,-73.97642
Manhattan,high income,BLOCKHEADS,WEST   90 STREET,12/26/2019,40.789823,-73.972412
Manhattan,high income,GARI Columbus,COLUMBUS AVENUE,1/8/2020,40.785243,-73.973377
Manhattan,high income,THE MERMAID INN,AMSTERDAM AVENUE,12/26/2019,40.785662,-73.97642
Manhattan,high income,CILANTRO,COLUMBUS AVENUE,1/23/2020,40.785243,-73.973377
Manhattan,high income,GAZALA'S,AMSTERDAM AVENUE,1/8/2020,40.785662,-73.97642
Manhattan,high income,BARACHOU,AMSTERDAM AVENUE,12/26/2019,40.785662,-73.97642
Manhattan,high income,STARBUCKS,BROADWAY,12/27/2019,40.786496,-73.97831
Manhattan,high income,MADE IN NEW YORK PIZZA,AMSTERDAM AVENUE,12/30/2019,40.785662,-73.97642
Manhattan,high income,TRATTORIA IL GUSTO,COLUMBUS AVENUE,1/8/2020,40.785243,-73.973377
Manhattan,high income,LUCKY PICKLE DUMPLING CO,AMSTERDAM AVENUE,1/24/2020,40.785662,-73.97642
Manhattan,high income,HARU,AMSTERDAM AVENUE,12/27/2019,40.785662,-73.97642
Manhattan,high income,BY THE WAY BAKERY,BROADWAY,1/10/2020,40.786496,-73.97831
Manhattan,high income,SPIGA TO GO,WEST   84 STREET,12/26/2019,40.787177,-73.977121
Manhattan,high income,CAFE FRIDA,COLUMBUS AVENUE,1/23/2020,40.785243,-73.973377
Manhattan,high income,PASTA FRANCO,COLUMBUS AVENUE,12/26/2019,40.785243,-73.973377
Manhattan,high income,FRENCH ROAST,BROADWAY,2/5/2020,40.786496,-73.97831
Manhattan,high income,SABA'S PIZZA,AMSTERDAM AVENUE,1/30/2020,40.785662,-73.97642
Manhattan,high income,AMORINO,AMSTERDAM AVENUE,1/30/2020,40.785662,-73.97642
Manhattan,high income,JAKE'S DILEMMA,AMSTERDAM AVENUE,1/30/2020,40.785662,-73.97642
Manhattan,high income,THE PARLOUR,WEST   86 STREET,2/4/2020,40.788183,-73.976215
Manhattan,high income,BAGEL TALK,AMSTERDAM AVENUE,2/4/2020,40.785662,-73.97642
Manhattan,high income,MAMMA'S FAMOUS PIZZA & BURGERS,BROADWAY,2/12/2020,40.786496,-73.97831
Manhattan,high income,BRAD'S BURGERS & BBQ,COLUMBUS AVENUE,2/10/2020,40.785243,-73.973377
Manhattan,high income,NEW KAM LAI,AMSTERDAM AVENUE,1/31/2020,40.785662,-73.97642
Manhattan,high income,BLUESTONE LANE,AMSTERDAM AVENUE,2/4/2020,40.785662,-73.97642
Manhattan,high income,GREAT CHINA,AMSTERDAM AVENUE,2/12/2020,40.785662,-73.97642
Manhattan,high income,KEFI GREEK CUISINE,WEST   79 STREET,1/31/2020,40.783974,-73.979511
Manhattan,high income,VIVE LA CREPE,COLUMBUS AVENUE,2/4/2020,40.785243,-73.973377
Manhattan,high income,ORWASHERS,AMSTERDAM AVENUE,1/30/2020,40.785662,-73.97642
Manhattan,high income,BLUESTONE LANE,AMSTERDAM AVENUE,3/5/2020,40.785662,-73.97642
Manhattan,high income,DOMINO'S PIZZA,COLUMBUS AVENUE,2/26/2020,40.785243,-73.973377
Manhattan,high income,GOOD ENOUGH TO EAT (A.G. BISTRO),COLUMBUS AVENUE,3/4/2020,40.785243,-73.973377
Manhattan,high income,BLOSSOM  ON COLUMBUS,COLUMBUS AVENUE,3/11/2020,40.785243,-73.973377
Manhattan,high income,GEORGE KEELEY,AMSTERDAM AVENUE,3/11/2020,40.785662,-73.97642
Manhattan,high income,THE CONSULATE,COLUMBUS AVENUE,3/12/2020,40.785243,-73.973377
Manhattan,high income,BARNEY GREENGRASS,AMSTERDAM AVENUE,10/16/2019,40.785662,-73.97642
Manhattan,high income,SARABETH'S,AMSTERDAM AVENUE,10/23/2019,40.785662,-73.97642
Manhattan,high income,MIDO,AMSTERDAM AVENUE,10/21/2019,40.785662,-73.97642
Manhattan,high income,BARNEY GREENGRASS,AMSTERDAM AVENUE,10/30/2019,40.785662,-73.97642
Manhattan,high income,LE PETIT ROOSTER,COLUMBUS AVENUE,10/21/2019,40.785243,-73.973377
Manhattan,high income,BLONDIES,WEST   79 STREET,10/24/2019,40.783974,-73.979511
Manhattan,high income,KING FOOD,AMSTERDAM AVENUE,10/28/2019,40.785662,-73.97642
Manhattan,high income,SPRING NATURAL KITCHEN,COLUMBUS AVENUE,10/15/2019,40.785243,-73.973377
Manhattan,high income,OAXACA TAQUERIA,AMSTERDAM AVENUE,10/21/2019,40.785662,-73.97642
Manhattan,high income,H&H MIDTOWN BAGELS EAST,COLUMBUS AVENUE,10/15/2019,40.785243,-73.973377
Manhattan,high income,UPTOWN POKE,AMSTERDAM AVENUE,10/16/2019,40.785662,-73.97642
Manhattan,high income,THE DEAD POET,AMSTERDAM AVENUE,10/15/2019,40.785662,-73.97642
Manhattan,high income,TESSA,AMSTERDAM AVENUE,10/12/2019,40.785662,-73.97642
Manhattan,high income,MIMI JAPANESE RESTAURANT,AMSTERDAM AVENUE,10/12/2019,40.785662,-73.97642
Manhattan,high income,CIBO E VINO,BROADWAY,11/1/2019,40.786496,-73.97831
Manhattan,high income,TACOMBI,AMSTERDAM AVENUE,10/10/2019,40.785662,-73.97642
Manhattan,high income,MODERN BREAD AND BAGEL,COLUMBUS AVENUE,11/7/2019,40.785243,-73.973377
Manhattan,high income,MARINARA,AMSTERDAM AVENUE,11/7/2019,40.785662,-73.97642
Manhattan,high income,ALIBABA,AMSTERDAM AVENUE,11/7/2019,40.785662,-73.97642
Manhattan,high income,LA MIRABELLE RESTAURANT,WEST   86 STREET,11/14/2019,40.788183,-73.976215
Manhattan,high income,AMSTERDAM ALE HOUSE,AMSTERDAM AVENUE,11/14/2019,40.785662,-73.97642
Manhattan,high income,COLUMBUS AVE DELI & CAFE,COLUMBUS AVENUE,11/14/2019,40.785243,-73.973377
Manhattan,high income,THE MILLING ROOM,COLUMBUS AVENUE,11/14/2019,40.785243,-73.973377
Manhattan,high income,8TH HILL INSPIRED MEDITERRANEAN CUISINE,COLUMBUS AVENUE,11/20/2019,40.785243,-73.973377
Manhattan,high income,THE COTTAGE,AMSTERDAM AVENUE,11/21/2019,40.785662,-73.97642
Manhattan,high income,CAFE 86,BROADWAY,12/16/2019,40.786496,-73.97831
Manhattan,high income,A&A FOOD MARKET,AMSTERDAM AVENUE,12/4/2019,40.785662,-73.97642
Manhattan,high income,OATH PIZZA,BROADWAY,12/16/2019,40.786496,-73.97831
Manhattan,high income,PLANTSHED,COLUMBUS AVENUE,12/5/2019,40.785243,-73.973377
Manhattan,high income,TAL BAGELS,BROADWAY,12/2/2019,40.786496,-73.97831
Manhattan,high income,JUICE PRESS @EQUINOX,AMSTERDAM AVENUE,12/2/2019,40.785662,-73.97642
Manhattan,high income,MATSU JAPANESE CUISINE,COLUMBUS AVENUE,12/23/2019,40.785243,-73.973377
Manhattan,high income,BODEGA 88,COLUMBUS AVENUE,9/11/2019,40.785243,-73.973377
Manhattan,high income,JIN RAMEN UWS,AMSTERDAM AVENUE,8/28/2019,40.785662,-73.97642
Manhattan,high income,BAGELS & COMPANY,WEST   79 STREET,8/28/2019,40.783974,-73.979511
Manhattan,high income,CAFE LALO,WEST   83 STREET,9/11/2019,40.786292,-73.977743
Manhattan,high income,GOOD ENOUGH TO EAT (A.G. BISTRO),COLUMBUS AVENUE,9/4/2019,40.785243,-73.973377
Manhattan,high income,TRI DIM WEST,COLUMBUS AVENUE,9/9/2019,40.785243,-73.973377
Manhattan,high income,MAISON KAYSER,BROADWAY,8/28/2019,40.786496,-73.97831
Manhattan,high income,CAFE FRIDA,COLUMBUS AVENUE,9/4/2019,40.785243,-73.973377
Manhattan,high income,"MEXIKO, CARLOS & GABBYS, GRAZE SMOKE HOUSE",WEST   83 STREET,9/18/2019,40.786292,-73.977743
Manhattan,high income,SERAFINA,BROADWAY,9/19/2019,40.786496,-73.97831
Manhattan,high income,BELLINI,COLUMBUS AVENUE,3/13/2019,40.785243,-73.973377
Manhattan,high income,STARBUCKS,BROADWAY,3/19/2019,40.786496,-73.97831
Manhattan,high income,PIZZA PETE'S,COLUMBUS AVENUE,2/27/2019,40.785243,-73.973377
Manhattan,high income,CAFE FRIDA,COLUMBUS AVENUE,3/14/2019,40.785243,-73.973377
Manhattan,high income,SWAGAT,AMSTERDAM AVENUE,3/19/2019,40.785662,-73.97642
Manhattan,high income,ST JAMES GATE,AMSTERDAM AVENUE,3/13/2019,40.785662,-73.97642
Manhattan,high income,HI LIFE BAR & GRILL,AMSTERDAM AVENUE,3/14/2019,40.785662,-73.97642
Manhattan,high income,FRENCH ROAST,BROADWAY,3/1/2019,40.786496,-73.97831
Manhattan,high income,LOKAL,COLUMBUS AVENUE,3/14/2019,40.785243,-73.973377
Manhattan,high income,STORICO/PARLIAMENT CAFE,CENTRAL PARK WEST,4/17/2019,40.784684,-73.970077
Manhattan,high income,LE PAIN QUOTIDIEN,AMSTERDAM AVENUE,4/17/2019,40.785662,-73.97642
Manhattan,high income,BARDOLINO PIZZA II,AMSTERDAM AVENUE,4/18/2019,40.785662,-73.97642
Manhattan,high income,OAXACA TAQUERIA,AMSTERDAM AVENUE,4/22/2019,40.785662,-73.97642
Manhattan,high income,MAISON PICKLE,BROADWAY,3/12/2019,40.786496,-73.97831
Manhattan,high income,AMC THEATRES,BROADWAY,3/14/2019,40.786496,-73.97831
Manhattan,high income,NEW WAVE CAFE & RESTAURANT,BROADWAY,3/14/2019,40.786496,-73.97831
Manhattan,high income,KEFI GREEK CUISINE,WEST   79 STREET,3/19/2019,40.783974,-73.979511
Manhattan,high income,BLOSSOM  ON COLUMBUS,COLUMBUS AVENUE,3/12/2019,40.785243,-73.973377
Manhattan,high income,BLUESTONE LANE,AMSTERDAM AVENUE,2/27/2019,40.785662,-73.97642
Manhattan,high income,THE VIAND DINER & BAR,COLUMBUS AVENUE,4/9/2019,40.785243,-73.973377
Manhattan,high income,GOOD ENOUGH TO EAT (A.G. BISTRO),COLUMBUS AVENUE,4/1/2019,40.785243,-73.973377
Manhattan,high income,BUSTAN,AMSTERDAM AVENUE,4/3/2019,40.785662,-73.97642
Manhattan,high income,MATSU JAPANESE CUISINE,COLUMBUS AVENUE,4/1/2019,40.785243,-73.973377
Manhattan,high income,BETTOLA,AMSTERDAM AVENUE,4/1/2019,40.785662,-73.97642
Manhattan,high income,OLLIES TO GO,BROADWAY,4/10/2019,40.786496,-73.97831
Manhattan,high income,CAFE LALO,WEST   83 STREET,4/4/2019,40.786292,-73.977743
Manhattan,high income,BARNES & NOBLE CAFE,BROADWAY,4/9/2019,40.786496,-73.97831
Manhattan,high income,KIRSH BAKERY AND KITCHEN,AMSTERDAM AVENUE,3/29/2019,40.785662,-73.97642
Manhattan,high income,CAFE 86,BROADWAY,1/25/2019,40.786496,-73.97831
Manhattan,high income,CHALAIT,AMSTERDAM AVENUE,1/8/2019,40.785662,-73.97642
Manhattan,high income,GRILL 212,WEST   80 STREET,1/16/2019,40.784657,-73.979002
Manhattan,high income,AMORINO,AMSTERDAM AVENUE,1/17/2019,40.785662,-73.97642
Manhattan,high income,ASHOKA,COLUMBUS AVENUE,1/28/2019,40.785243,-73.973377
Manhattan,high income,LUCKY PICKLE DUMPLING CO,AMSTERDAM AVENUE,1/29/2019,40.785662,-73.97642
Manhattan,high income,UNO CHICAGO GRILL,COLUMBUS AVENUE,1/14/2019,40.785243,-73.973377
Manhattan,high income,FLOR DE MAYO,AMSTERDAM AVENUE,1/9/2019,40.785662,-73.97642
Manhattan,high income,PEACE FOOD CAFE,AMSTERDAM AVENUE,1/16/2019,40.785662,-73.97642
Manhattan,high income,THE GREAT BURRITO MEXICAN KITCHEN,AMSTERDAM AVENUE,1/29/2019,40.785662,-73.97642
Manhattan,high income,GEORGE KEELEY,AMSTERDAM AVENUE,1/28/2019,40.785662,-73.97642
Manhattan,high income,THE GIN MILL,AMSTERDAM AVENUE,1/28/2019,40.785662,-73.97642
Manhattan,high income,ELEA,WEST   85 STREET,1/5/2019,40.787525,-73.976761
Manhattan,high income,THE COTTAGE,AMSTERDAM AVENUE,1/14/2019,40.785662,-73.97642
Manhattan,high income,THE DEAD POET,AMSTERDAM AVENUE,1/9/2019,40.785662,-73.97642
Manhattan,high income,DUNKIN',AMSTERDAM AVENUE,1/29/2019,40.785662,-73.97642
Manhattan,high income,KITARO,AMSTERDAM AVENUE,1/16/2019,40.785662,-73.97642
Manhattan,high income,MOTORINO,COLUMBUS AVENUE,1/16/2019,40.785243,-73.973377
Manhattan,high income,UNO CHICAGO GRILL,COLUMBUS AVENUE,1/7/2019,40.785243,-73.973377
Manhattan,high income,STARBUCKS,COLUMBUS AVENUE,1/4/2019,40.785243,-73.973377
Manhattan,high income,MAMMA'S FAMOUS PIZZA & BURGERS,BROADWAY,2/14/2019,40.786496,-73.97831
Manhattan,high income,BODRUM,AMSTERDAM AVENUE,2/4/2019,40.785662,-73.97642
Manhattan,high income,BARDOLINO PIZZA II,AMSTERDAM AVENUE,2/21/2019,40.785662,-73.97642
Manhattan,high income,AMSTERDAM GOURMET,AMSTERDAM AVENUE,2/20/2019,40.785662,-73.97642
Manhattan,high income,SUBSTANCE ORGANIC JUICERY,BROADWAY,2/15/2019,40.786496,-73.97831
Manhattan,high income,SABA'S PIZZA,AMSTERDAM AVENUE,2/19/2019,40.785662,-73.97642
Manhattan,high income,SHAKE SHACK,COLUMBUS AVENUE,2/1/2019,40.785243,-73.973377
Manhattan,high income,GREAT CHINA,AMSTERDAM AVENUE,2/19/2019,40.785662,-73.97642
Manhattan,high income,MOKUM,AMSTERDAM AVENUE,2/15/2019,40.785662,-73.97642
Manhattan,high income,PLANTSHED,COLUMBUS AVENUE,2/8/2019,40.785243,-73.973377
Manhattan,high income,DOMINO'S PIZZA,COLUMBUS AVENUE,2/15/2019,40.785243,-73.973377
Manhattan,high income,LA CARIDAD 78 RESTAURANT,BROADWAY,2/8/2019,40.786496,-73.97831
Manhattan,high income,BARDOLINO PIZZA II,AMSTERDAM AVENUE,10/1/2019,40.785662,-73.97642
Manhattan,high income,COPPOLA'S,WEST   79 STREET,10/1/2019,40.783974,-73.979511
Manhattan,high income,GREAT CHINA,AMSTERDAM AVENUE,9/16/2019,40.785662,-73.97642
Manhattan,high income,AMELIE WINE BAR,AMSTERDAM AVENUE,10/1/2019,40.785662,-73.97642
Manhattan,high income,FLAME,WEST   82 STREET,10/1/2019,40.785656,-73.978211
Manhattan,high income,AMERICAN MUSEUM OF NATURAL HISTORY FOOD COURT,W 79 STREET,10/1/2019,40.783016,-73.977708
Manhattan,high income,KITARO,AMSTERDAM AVENUE,9/19/2019,40.785662,-73.97642
Manhattan,high income,JOE & THE JUICE AMSTERDAM AVE,AMSTERDAM AVENUE,9/19/2019,40.785662,-73.97642
Manhattan,high income,ST JAMES GATE,AMSTERDAM AVENUE,9/18/2019,40.785662,-73.97642
Manhattan,high income,SPICE,AMSTERDAM AVENUE,9/19/2019,40.785662,-73.97642
Manhattan,high income,FAMOUS ORIGINAL RAY'S PIZZA,COLUMBUS AVENUE,9/19/2019,40.785243,-73.973377
Manhattan,high income,FRED'S,AMSTERDAM AVENUE,9/19/2019,40.785662,-73.97642
Manhattan,high income,DUNKIN',AMSTERDAM AVENUE,9/24/2019,40.785662,-73.97642
Manhattan,high income,JAKE'S DILEMMA,AMSTERDAM AVENUE,7/22/2019,40.785662,-73.97642
Manhattan,high income,MIDO,AMSTERDAM AVENUE,7/18/2019,40.785662,-73.97642
Manhattan,high income,TARALLUCCI E VINO,COLUMBUS AVENUE,7/17/2019,40.785243,-73.973377
Manhattan,high income,AMC THEATRES,BROADWAY,7/18/2019,40.786496,-73.97831
Manhattan,high income,SABA'S PIZZA,AMSTERDAM AVENUE,7/22/2019,40.785662,-73.97642
Manhattan,high income,TRATTORIA IL GUSTO,COLUMBUS AVENUE,7/18/2019,40.785243,-73.973377
Manhattan,high income,SENN THAI COMFORT FOOD,AMSTERDAM AVENUE,7/17/2019,40.785662,-73.97642
Manhattan,high income,PLANTSHED,COLUMBUS AVENUE,7/30/2019,40.785243,-73.973377
Manhattan,high income,AMSTERDAM GOURMET,AMSTERDAM AVENUE,7/3/2019,40.785662,-73.97642
Manhattan,high income,JUICE GENERATION,BROADWAY,7/23/2019,40.786496,-73.97831
Manhattan,high income,MOTORINO,COLUMBUS AVENUE,7/17/2019,40.785243,-73.973377
Manhattan,high income,LA CARIDAD 78 RESTAURANT,BROADWAY,7/30/2019,40.786496,-73.97831
Manhattan,high income,DUNKIN',BROADWAY,7/16/2019,40.786496,-73.97831
Manhattan,high income,JING FONG,AMSTERDAM AVENUE,7/3/2019,40.785662,-73.97642
Manhattan,high income,SARAVANA BHAVAN,AMSTERDAM AVENUE,7/18/2019,40.785662,-73.97642
Manhattan,high income,BELLA LUNA,COLUMBUS AVENUE,7/16/2019,40.785243,-73.973377
Manhattan,high income,CAFE 86,BROADWAY,7/26/2019,40.786496,-73.97831
