DBA,STREET,INCOME_LEVEL,CUISINE_DESCRIPTION,SCORE,GRADE
MAISON KAYSER,BROADWAY,high income,Bakery,5,A
MAISON KAYSER,BROADWAY,high income,Bakery,12,A
MAISON KAYSER,BROADWAY,high income,Bakery,12,A
MAISON KAYSER,BROADWAY,high income,Bakery,7,A
MAISON KAYSER,BROADWAY,high income,Bakery,7,A
MAISON KAYSER,BROADWAY,high income,Bakery,12,A
MAISON KAYSER,BROADWAY,high income,Bakery,12,A
MAISON KAYSER,BROADWAY,high income,Bakery,10,A
MAISON KAYSER,BROADWAY,high income,Bakery,10,A
MAISON KAYSER,BROADWAY,high income,Bakery,12,A
MAISON KAYSER,BROADWAY,high income,Bakery,12,A
MAISON KAYSER,BROADWAY,high income,French,4,A
MAISON KAYSER,BROADWAY,high income,French,4,A
MAISON KAYSER,BROADWAY,high income,Bakery,12,A
MAISON KAYSER,BROADWAY,high income,Bakery,12,A
MAISON KAYSER,BROADWAY,high income,Bakery,12,A
MAISON KAYSER,BROADWAY,high income,Bakery,12,A
MAISON KAYSER,BROADWAY,high income,Bakery,9,A
MAISON KAYSER,BROADWAY,high income,Bakery,9,A
MALACHY'S,WEST   72 STREET,high income,Irish,13,A
MALACHY'S,WEST   72 STREET,high income,Irish,12,A
MALACHY'S,WEST   72 STREET,high income,Irish,12,A
MALACHY'S,WEST   72 STREET,high income,Irish,13,A
MALACHY'S,WEST   72 STREET,high income,Irish,11,A
MALONEY & PORCELLI,EAST   50 STREET,high income,American,5,A
MALONEY & PORCELLI,EAST   50 STREET,high income,American,10,A
MALONEY & PORCELLI,EAST   50 STREET,high income,American,13,A
MALONEY & PORCELLI,EAST   50 STREET,high income,American,13,A
MALONEY & PORCELLI,EAST   50 STREET,high income,American,10,A
MALONEY & PORCELLI,EAST   50 STREET,high income,American,11,A
MALONEY & PORCELLI,EAST   50 STREET,high income,American,13,A
MALONEY & PORCELLI,EAST   50 STREET,high income,American,5,A
MAMA EATERY,MULBERRY STREET,high income,American,20,B
MAMA EATERY,MULBERRY STREET,high income,American,33,C
MAMA EATERY,MULBERRY STREET,high income,American,33,C
MAMA EATERY,MULBERRY STREET,high income,American,12,A
MAMA EATERY,MULBERRY STREET,high income,American,13,A
MAMABITES,28 STREET,medium income,American,10,A
MAMABITES,28 STREET,medium income,American,10,A
MAMABITES,28 STREET,medium income,American,7,A
MAMABITES,28 STREET,medium income,American,12,A
MAMABITES,28 STREET,medium income,American,10,A
LITTLE ZELDA,FRANKLIN AVENUE,medium income,Caf̩/Coffee/Tea,11,A
LITTLE ZELDA,FRANKLIN AVENUE,medium income,Caf̩/Coffee/Tea,25,B
LITTLE ZELDA,FRANKLIN AVENUE,medium income,Caf̩/Coffee/Tea,25,B
LITTLE ZELDA,FRANKLIN AVENUE,medium income,Caf̩/Coffee/Tea,8,A
LITTLE ZELDA,FRANKLIN AVENUE,medium income,Caf̩/Coffee/Tea,8,A
LITTLE ZELDA,FRANKLIN AVENUE,medium income,Caf̩/Coffee/Tea,10,A
LITTLE ZELDA,FRANKLIN AVENUE,medium income,Caf̩/Coffee/Tea,10,A
LITTLE ZELDA,FRANKLIN AVENUE,medium income,Caf̩/Coffee/Tea,10,A
LITTLE ZELDA,FRANKLIN AVENUE,medium income,Caf̩/Coffee/Tea,10,A
LITTLE ZELDA,FRANKLIN AVENUE,medium income,Caf̩/Coffee/Tea,11,A
LITTLE ZELDA,FRANKLIN AVENUE,medium income,Caf̩/Coffee/Tea,11,A
LITTLE ZELDA,FRANKLIN AVENUE,medium income,Caf̩/Coffee/Tea,11,A
LITTLE ZELDA,FRANKLIN AVENUE,medium income,Caf̩/Coffee/Tea,11,A
LOCANDA VERDE,GREENWICH STREET,high income,Italian,13,A
MAMMA'S FAMOUS PIZZA & BURGERS,BROADWAY,high income,Pizza,12,A
MAMMA'S FAMOUS PIZZA & BURGERS,BROADWAY,high income,Pizza,12,A
MAMMA'S FAMOUS PIZZA & BURGERS,BROADWAY,high income,Pizza,12,A
MAMMA'S FAMOUS PIZZA & BURGERS,BROADWAY,high income,Pizza,12,A
MAMMA'S FAMOUS PIZZA & BURGERS,BROADWAY,high income,Pizza,9,A
MAMMA'S FAMOUS PIZZA & BURGERS,BROADWAY,high income,Pizza,9,A
MAMMA'S FAMOUS PIZZA & BURGERS,BROADWAY,high income,Pizza,12,A
MAMMA'S FAMOUS PIZZA & BURGERS,BROADWAY,high income,Pizza,12,A
MAMMA'S FAMOUS PIZZA & BURGERS,BROADWAY,high income,Pizza,12,A
MAMMA'S FAMOUS PIZZA & BURGERS,BROADWAY,high income,Pizza,12,A
MAMMA'S FAMOUS PIZZA & BURGERS,BROADWAY,high income,Pizza,9,A
MAMMA'S FAMOUS PIZZA & BURGERS,BROADWAY,high income,Pizza,9,A
MAMMA'S FAMOUS PIZZA & BURGERS,BROADWAY,high income,Pizza,11,A
MAMMA'S FAMOUS PIZZA & BURGERS,BROADWAY,high income,Pizza,11,A
MAMMA'S FAMOUS PIZZA & BURGERS,BROADWAY,high income,Pizza,12,A
MAMMA'S FAMOUS PIZZA & BURGERS,BROADWAY,high income,Pizza,12,A
MAMMA'S FAMOUS PIZZA & BURGERS,BROADWAY,high income,Pizza,9,A
MAMMA'S FAMOUS PIZZA & BURGERS,BROADWAY,high income,Pizza,9,A
MAMMA'S FAMOUS PIZZA & BURGERS,BROADWAY,high income,Pizza,12,A
MAMMA'S FAMOUS PIZZA & BURGERS,BROADWAY,high income,Pizza,12,A
MAMMA'S FAMOUS PIZZA & BURGERS,BROADWAY,high income,Pizza,11,A
MAMMA'S FAMOUS PIZZA & BURGERS,BROADWAY,high income,Pizza,11,A
MANDARIN ORIENTAL HOTEL-ASIATE,COLUMBUS CIRCLE at 60th street,high income,Asian,9,A
MANDARIN ORIENTAL HOTEL-ASIATE,COLUMBUS CIRCLE at 60th street,high income,Asian,9,A
MANDARIN ORIENTAL HOTEL-ASIATE,COLUMBUS CIRCLE at 60th street,high income,Asian,9,A
MANDARIN ORIENTAL HOTEL-ASIATE,COLUMBUS CIRCLE at 60th street,high income,Asian,9,A
MANDARIN ORIENTAL HOTEL-ASIATE,COLUMBUS CIRCLE at 60th street,high income,Asian,9,A
MANDARIN ORIENTAL HOTEL-ASIATE,COLUMBUS CIRCLE at 60th street,high income,Asian,9,A
MANDARIN ORIENTAL HOTEL-ASIATE,COLUMBUS CIRCLE at 60th street,high income,Asian,10,A
MANDARIN ORIENTAL HOTEL-ASIATE,COLUMBUS CIRCLE at 60th street,high income,Asian,10,A
MANDARIN ORIENTAL HOTEL-ASIATE,COLUMBUS CIRCLE at 60th street,high income,Asian,10,A
MANDARIN ORIENTAL HOTEL-ASIATE,COLUMBUS CIRCLE at 60th street,high income,Asian,5,A
MANDARIN ORIENTAL HOTEL-ASIATE,COLUMBUS CIRCLE at 60th street,high income,Asian,5,A
MANDARIN ORIENTAL HOTEL-ASIATE,COLUMBUS CIRCLE at 60th street,high income,Asian,5,A
MANDARIN ORIENTAL HOTEL-ASIATE,COLUMBUS CIRCLE at 60th street,high income,Asian,10,A
MANDARIN ORIENTAL HOTEL-ASIATE,COLUMBUS CIRCLE at 60th street,high income,Asian,10,A
MANDARIN ORIENTAL HOTEL-ASIATE,COLUMBUS CIRCLE at 60th street,high income,Asian,10,A
MANDARIN ORIENTAL HOTEL-ASIATE,COLUMBUS CIRCLE at 60th street,high income,Asian,10,A
MANDARIN ORIENTAL HOTEL-ASIATE,COLUMBUS CIRCLE at 60th street,high income,Asian,10,A
MANDARIN ORIENTAL HOTEL-ASIATE,COLUMBUS CIRCLE at 60th street,high income,Asian,10,A
MANDARIN ORIENTAL HOTEL-ASIATE,COLUMBUS CIRCLE at 60th street,high income,Asian,10,A
MANDARIN ORIENTAL HOTEL-ASIATE,COLUMBUS CIRCLE at 60th street,high income,Asian,10,A
MANDARIN ORIENTAL HOTEL-ASIATE,COLUMBUS CIRCLE at 60th street,high income,Asian,10,A
MANDARIN ORIENTAL HOTEL-BANQUET,COLUMBUS CIRCLE at 60th street,high income,Other,22,B
MANDARIN ORIENTAL HOTEL-BANQUET,COLUMBUS CIRCLE at 60th street,high income,Other,9,A
MANDARIN ORIENTAL HOTEL-BANQUET,COLUMBUS CIRCLE at 60th street,high income,Other,8,A
MANDARIN ORIENTAL HOTEL-BANQUET,COLUMBUS CIRCLE at 60th street,high income,Other,22,B
MANDARIN ORIENTAL HOTEL-CAFETERIA,COLUMBUS CIRCLE,high income,American,4,A
MANDARIN ORIENTAL HOTEL-CAFETERIA,COLUMBUS CIRCLE,high income,American,4,A
MANDARIN ORIENTAL HOTEL-CAFETERIA,COLUMBUS CIRCLE,high income,American,12,A
MANDUCATIS,JACKSON AVENUE,medium income,Italian,12,A
MANDUCATIS,JACKSON AVENUE,medium income,Italian,12,A
MANDUCATIS,JACKSON AVENUE,medium income,Italian,12,A
MANDUCATIS RUSTICA VIG,VERNON BOULEVARD,medium income,Italian,7,A
MANDUCATIS RUSTICA VIG,VERNON BOULEVARD,medium income,Italian,7,A
MANDUCATIS RUSTICA VIG,VERNON BOULEVARD,medium income,Italian,7,A
MANDUCATIS RUSTICA VIG,VERNON BOULEVARD,medium income,Italian,12,A
MANETTA'S RISTORANTE,JACKSON AVENUE,medium income,Italian,11,A
MANETTA'S RISTORANTE,JACKSON AVENUE,medium income,Italian,11,A
MANETTA'S RISTORANTE,JACKSON AVENUE,medium income,Italian,11,A
MANETTA'S RISTORANTE,JACKSON AVENUE,medium income,Italian,11,A
MANETTA'S RISTORANTE,JACKSON AVENUE,medium income,Italian,6,A
MANETTA'S RISTORANTE,JACKSON AVENUE,medium income,Italian,6,A
MANETTA'S RISTORANTE,JACKSON AVENUE,medium income,Italian,11,A
MANETTA'S RISTORANTE,JACKSON AVENUE,medium income,Italian,11,A
MANETTA'S RISTORANTE,JACKSON AVENUE,medium income,Italian,12,A
MANETTA'S RISTORANTE,JACKSON AVENUE,medium income,Italian,12,A
MANETTA'S RISTORANTE,JACKSON AVENUE,medium income,Italian,6,A
MANETTA'S RISTORANTE,JACKSON AVENUE,medium income,Italian,6,A
MANETTA'S RISTORANTE,JACKSON AVENUE,medium income,Italian,6,A
MANETTA'S RISTORANTE,JACKSON AVENUE,medium income,Italian,6,A
MANETTA'S RISTORANTE,JACKSON AVENUE,medium income,Italian,11,A
MANETTA'S RISTORANTE,JACKSON AVENUE,medium income,Italian,11,A
MANETTA'S RISTORANTE,JACKSON AVENUE,medium income,Italian,11,A
MANETTA'S RISTORANTE,JACKSON AVENUE,medium income,Italian,11,A
MANHATTAN ESPRESSO,EAST   49 STREET,high income,Caf̩/Coffee/Tea,7,A
MANHATTAN ESPRESSO,EAST   49 STREET,high income,Caf̩/Coffee/Tea,12,A
MANHATTAN ESPRESSO,EAST   49 STREET,high income,Caf̩/Coffee/Tea,7,A
MANHATTAN ESPRESSO,EAST   49 STREET,high income,Caf̩/Coffee/Tea,12,A
MANHATTAN ESPRESSO,EAST   49 STREET,high income,Caf̩/Coffee/Tea,7,A
MANHATTAN ESPRESSO,EAST   49 STREET,high income,Caf̩/Coffee/Tea,13,A
MANHATTAN MOVEMENT & ARTS CENTER,WEST   60 STREET,high income,American,8,A
MANHATTAN MOVEMENT & ARTS CENTER,WEST   60 STREET,high income,American,27,B
MANHATTAN MOVEMENT & ARTS CENTER,WEST   60 STREET,high income,American,5,A
MANHATTAN MOVEMENT & ARTS CENTER,WEST   60 STREET,high income,American,27,B
MANHATTAN MOVEMENT & ARTS CENTER,WEST   60 STREET,high income,American,27,B
MANHATTAN MOVEMENT & ARTS CENTER,WEST   60 STREET,high income,American,27,B
MANHATTAN PROPER,MURRAY STREET,high income,American,11,A
MANHATTAN PROPER,MURRAY STREET,high income,American,11,A
MANHATTAN PROPER,MURRAY STREET,high income,American,12,A
MANHATTAN PROPER,MURRAY STREET,high income,American,12,A
MANHATTAN PROPER,MURRAY STREET,high income,American,11,A
MANHATTAN PROPER,MURRAY STREET,high income,American,11,A
MANHATTAN PROPER,MURRAY STREET,high income,American,9,A
MANHATTAN PROPER,MURRAY STREET,high income,American,9,A
MANHATTAN PROPER,MURRAY STREET,high income,American,12,A
MANHATTAN PROPER,MURRAY STREET,high income,American,12,A
MANHATTAN PROPER,MURRAY STREET,high income,American,12,A
MANHATTAN PROPER,MURRAY STREET,high income,American,12,A
MANHATTAN PROPER,MURRAY STREET,high income,American,9,A
MANHATTAN PROPER,MURRAY STREET,high income,American,9,A
MANHATTAN WEST,EAST   78 STREET,high income,American,3,A
MANHATTAN WEST,EAST   78 STREET,high income,American,3,A
MANHATTAN WEST,EAST   78 STREET,high income,American,4,A
MANHATTAN WEST,EAST   78 STREET,high income,American,4,A
MANHATTAN WEST,EAST   78 STREET,high income,American,2,A
MANHATTAN WEST,EAST   78 STREET,high income,American,2,A
MANNA HOUSE,MOTT STREET,high income,Bakery,12,A
MANNA HOUSE,MOTT STREET,high income,Bakery,11,A
MANNA HOUSE,MOTT STREET,high income,Bakery,7,A
MANNA HOUSE,MOTT STREET,high income,Bakery,9,A
MANNA HOUSE,MOTT STREET,high income,Bakery,11,A
MANOR OKTOBERFEST FOREST HILLS,YELLOWSTONE BOULEVARD,medium income,German,7,A
MANOR OKTOBERFEST FOREST HILLS,YELLOWSTONE BOULEVARD,medium income,German,7,A
MANOR OKTOBERFEST FOREST HILLS,YELLOWSTONE BOULEVARD,medium income,German,12,A
MANOR OKTOBERFEST FOREST HILLS,YELLOWSTONE BOULEVARD,medium income,German,12,A
MANOR OKTOBERFEST FOREST HILLS,YELLOWSTONE BOULEVARD,medium income,German,13,A
MANOR OKTOBERFEST FOREST HILLS,YELLOWSTONE BOULEVARD,medium income,German,13,A
MANOR OKTOBERFEST FOREST HILLS,YELLOWSTONE BOULEVARD,medium income,German,12,A
MANOR OKTOBERFEST FOREST HILLS,YELLOWSTONE BOULEVARD,medium income,German,12,A
MANOR OKTOBERFEST FOREST HILLS,YELLOWSTONE BOULEVARD,medium income,German,13,A
MANOR OKTOBERFEST FOREST HILLS,YELLOWSTONE BOULEVARD,medium income,German,13,A
MANOR OKTOBERFEST FOREST HILLS,YELLOWSTONE BOULEVARD,medium income,German,13,A
MANOR OKTOBERFEST FOREST HILLS,YELLOWSTONE BOULEVARD,medium income,German,13,A
MANOR OKTOBERFEST FOREST HILLS,YELLOWSTONE BOULEVARD,medium income,German,11,A
MANOR OKTOBERFEST FOREST HILLS,YELLOWSTONE BOULEVARD,medium income,German,11,A
MANOR OKTOBERFEST FOREST HILLS,YELLOWSTONE BOULEVARD,medium income,German,11,A
MANOR OKTOBERFEST FOREST HILLS,YELLOWSTONE BOULEVARD,medium income,German,11,A
MANOR OKTOBERFEST FOREST HILLS,YELLOWSTONE BOULEVARD,medium income,German,12,A
MANOR OKTOBERFEST FOREST HILLS,YELLOWSTONE BOULEVARD,medium income,German,12,A
MANOR OKTOBERFEST FOREST HILLS,YELLOWSTONE BOULEVARD,medium income,German,11,A
MANOR OKTOBERFEST FOREST HILLS,YELLOWSTONE BOULEVARD,medium income,German,11,A
MANOR OKTOBERFEST FOREST HILLS,YELLOWSTONE BOULEVARD,medium income,German,12,A
MANOR OKTOBERFEST FOREST HILLS,YELLOWSTONE BOULEVARD,medium income,German,12,A
MANOR OKTOBERFEST FOREST HILLS,YELLOWSTONE BOULEVARD,medium income,German,7,A
MANOR OKTOBERFEST FOREST HILLS,YELLOWSTONE BOULEVARD,medium income,German,7,A
MANOR OKTOBERFEST FOREST HILLS,YELLOWSTONE BOULEVARD,medium income,German,12,A
MANOR OKTOBERFEST FOREST HILLS,YELLOWSTONE BOULEVARD,medium income,German,12,A
LOCANDA VERDE,GREENWICH STREET,high income,Italian,13,A
LOCANDA VERDE,GREENWICH STREET,high income,Italian,13,A
LOCANDA VERDE,GREENWICH STREET,high income,Italian,12,A
LOCANDA VERDE,GREENWICH STREET,high income,Italian,12,A
LOCANDA VERDE,GREENWICH STREET,high income,Italian,12,A
LOIS BAR,AVENUE C,medium income,American,9,A
MAPLE GARDEN,MAIN STREET,low income,Chinese,10,A
MAPLE GARDEN,MAIN STREET,low income,Chinese,26,B
MAPLE GARDEN,MAIN STREET,low income,Chinese,12,A
MAPLE GARDEN,MAIN STREET,low income,Chinese,26,B
MAPLE GARDEN,MAIN STREET,low income,Chinese,12,A
MAPLE GARDEN,MAIN STREET,low income,Chinese,26,B
MAPLE GARDEN,MAIN STREET,low income,Chinese,9,A
MAPLE GARDEN,MAIN STREET,low income,Chinese,9,A
MAPLE GARDEN,MAIN STREET,low income,Chinese,26,B
MAPLE GARDEN,MAIN STREET,low income,Chinese,10,A
LOIS BAR,AVENUE C,medium income,American,13,A
LOLLIPOPS,CROSS ISLAND PARKWAY,medium income,American,3,A
LOLLIPOPS,CROSS ISLAND PARKWAY,medium income,American,10,A
MARGARITA'S,AVENUE SAINT JOHN,low income,Spanish,9,A
MARGARITA'S,AVENUE SAINT JOHN,low income,Spanish,9,A
LOLLIPOPS,CROSS ISLAND PARKWAY,medium income,American,7,A
MARGARITA'S,AVENUE SAINT JOHN,low income,Spanish,9,A
MARGARITA'S,AVENUE SAINT JOHN,low income,Spanish,9,A
MARGARITA'S,AVENUE SAINT JOHN,low income,Spanish,11,A
MARGARITA'S,AVENUE SAINT JOHN,low income,Spanish,11,A
MARGARITA'S,AVENUE SAINT JOHN,low income,Spanish,11,A
MARGARITA'S,AVENUE SAINT JOHN,low income,Spanish,11,A
LONG XIN CHINESE KITCHEN,BOSTON ROAD,low income,Chinese,11,A
MARGHERITA'S PIZZA,EAST  163 STREET,low income,Pizza,10,A
MARGHERITA'S PIZZA,EAST  163 STREET,low income,Pizza,27,B
MARGHERITA'S PIZZA,EAST  163 STREET,low income,Pizza,12,A
MARGHERITA'S PIZZA,EAST  163 STREET,low income,Pizza,10,A
MARGHERITA'S PIZZA,EAST  163 STREET,low income,Pizza,10,A
MARIELLA PIZZA,LEXINGTON AVENUE,high income,Pizza,12,A
MARIELLA PIZZA,LEXINGTON AVENUE,high income,Pizza,7,A
MARIELLA PIZZA,LEXINGTON AVENUE,high income,Pizza,9,A
MARIELLA PIZZA,LEXINGTON AVENUE,high income,Pizza,3,A
MARIELLA PIZZA,LEXINGTON AVENUE,high income,Pizza,6,A
MARIELLA PIZZA,LEXINGTON AVENUE,high income,Pizza,9,A
MARIELLA PIZZA,LEXINGTON AVENUE,high income,Pizza,6,A
MARIELLA PIZZA,LEXINGTON AVENUE,high income,Pizza,7,A
MARIELLA PIZZA,LEXINGTON AVENUE,high income,Pizza,9,A
MARINELL BAKERY,EAST  167 STREET,low income,Bakery,9,A
MARINELL BAKERY,EAST  167 STREET,low income,Bakery,5,A
LONG XIN CHINESE KITCHEN,BOSTON ROAD,low income,Chinese,11,A
LONG XIN CHINESE KITCHEN,BOSTON ROAD,low income,Chinese,11,A
LONG XIN CHINESE KITCHEN,BOSTON ROAD,low income,Chinese,6,A
LONG XIN CHINESE KITCHEN,BOSTON ROAD,low income,Chinese,6,A
LONG XIN CHINESE KITCHEN,BOSTON ROAD,low income,Chinese,6,A
LOON CHUAN RESTAURANT,PAGE AVENUE,medium income,Chinese,12,A
LOON CHUAN RESTAURANT,PAGE AVENUE,medium income,Chinese,9,A
MARIO'S SNACK SHOP,TELLER AVENUE,low income,American,2,A
MARIO'S SNACK SHOP,TELLER AVENUE,low income,American,9,A
MARIO'S SNACK SHOP,TELLER AVENUE,low income,American,13,A
MARIO'S SNACK SHOP,TELLER AVENUE,low income,American,6,A
MARIO'S SNACK SHOP,TELLER AVENUE,low income,American,9,A
LOON CHUAN RESTAURANT,PAGE AVENUE,medium income,Chinese,12,A
LOON CHUAN RESTAURANT,PAGE AVENUE,medium income,Chinese,9,A
LOON CHUAN RESTAURANT,PAGE AVENUE,medium income,Chinese,12,A
LOON CHUAN RESTAURANT,PAGE AVENUE,medium income,Chinese,12,A
LOON CHUAN RESTAURANT,PAGE AVENUE,medium income,Chinese,12,A
LOTOS CLUB GRILL ROOM,EAST   66 STREET,high income,American,9,A
MARK FORGIONE,READE STREET,high income,American,61,C
MARK FORGIONE,READE STREET,high income,American,12,A
MARK FORGIONE,READE STREET,high income,American,61,C
MARK FORGIONE,READE STREET,high income,American,13,A
MARK FORGIONE,READE STREET,high income,American,16,B
MARK FORGIONE,READE STREET,high income,American,27,B
MARK FORGIONE,READE STREET,high income,American,27,B
MARK FORGIONE,READE STREET,high income,American,27,B
MARK FORGIONE,READE STREET,high income,American,6,A
MARK FORGIONE,READE STREET,high income,American,27,B
MARK FORGIONE,READE STREET,high income,American,6,A
MARK FORGIONE,READE STREET,high income,American,13,A
MARK FORGIONE,READE STREET,high income,American,61,C
MARK FORGIONE,READE STREET,high income,American,12,A
MARK FORGIONE,READE STREET,high income,American,12,A
MARKET CAFE,LEXINGTON AVENUE,high income,American,12,A
MARKET CAFE,LEXINGTON AVENUE,high income,American,11,A
MARKET CAFE,LEXINGTON AVENUE,high income,American,12,A
MARKET CAFE,LEXINGTON AVENUE,high income,American,9,A
MARKET CAFE,LEXINGTON AVENUE,high income,American,8,A
MARKET CAFE,LEXINGTON AVENUE,high income,American,13,A
MARKET CAFE,LEXINGTON AVENUE,high income,American,11,A
MARKET RESTAURANT (C-D BLOCK),FOOD CENTER DRIVE,low income,American,19,B
MARKET RESTAURANT (C-D BLOCK),FOOD CENTER DRIVE,low income,American,12,A
MARKET RESTAURANT (C-D BLOCK),FOOD CENTER DRIVE,low income,American,12,A
MARKET RESTAURANT (C-D BLOCK),FOOD CENTER DRIVE,low income,American,9,A
MARKET RESTAURANT (C-D BLOCK),FOOD CENTER DRIVE,low income,American,19,B
MARKET RESTAURANT (C-D BLOCK),FOOD CENTER DRIVE,low income,American,9,A
MARUZZELLA,FIRST AVENUE,high income,Italian,7,A
MARUZZELLA,FIRST AVENUE,high income,Italian,7,A
MARUZZELLA,FIRST AVENUE,high income,Italian,12,A
MARUZZELLA,FIRST AVENUE,high income,Italian,12,A
MARUZZELLA,FIRST AVENUE,high income,Italian,7,A
MARUZZELLA,FIRST AVENUE,high income,Italian,7,A
MARUZZELLA,FIRST AVENUE,high income,Italian,7,A
MARUZZELLA,FIRST AVENUE,high income,Italian,7,A
MARUZZELLA,FIRST AVENUE,high income,Italian,7,A
MARUZZELLA,FIRST AVENUE,high income,Italian,7,A
MARUZZELLA,FIRST AVENUE,high income,Italian,12,A
MARUZZELLA,FIRST AVENUE,high income,Italian,12,A
MARY O'S,AVENUE A,medium income,American,10,A
MARY O'S,AVENUE A,medium income,American,13,A
MARY O'S,AVENUE A,medium income,American,9,A
MARY O'S,AVENUE A,medium income,American,13,A
MASAKI TERIYAKI & SUSHI,PUTNAM AVENUE,medium income,Japanese,10,A
MASAKI TERIYAKI & SUSHI,PUTNAM AVENUE,medium income,Japanese,12,A
MASAKI TERIYAKI & SUSHI,PUTNAM AVENUE,medium income,Japanese,64,C
MASAKI TERIYAKI & SUSHI,PUTNAM AVENUE,medium income,Japanese,12,A
MASAKI TERIYAKI & SUSHI,PUTNAM AVENUE,medium income,Japanese,12,A
MASAKI TERIYAKI & SUSHI,PUTNAM AVENUE,medium income,Japanese,64,C
MASAKI TERIYAKI & SUSHI,PUTNAM AVENUE,medium income,Japanese,12,A
MASAKI TERIYAKI & SUSHI,PUTNAM AVENUE,medium income,Japanese,12,A
MASAKI TERIYAKI & SUSHI,PUTNAM AVENUE,medium income,Japanese,12,A
MASAKI TERIYAKI & SUSHI,PUTNAM AVENUE,medium income,Japanese,64,C
MASAKI TERIYAKI & SUSHI,PUTNAM AVENUE,medium income,Japanese,12,A
MASAKI TERIYAKI & SUSHI,PUTNAM AVENUE,medium income,Japanese,12,A
LTK LITTLE THAI KITCHEN,EAST   53 STREET,high income,Thai,11,A
MATCH 65,EAST   65 STREET,high income,French,12,A
MATCH 65,EAST   65 STREET,high income,French,12,A
MATCH 65,EAST   65 STREET,high income,French,9,A
MATCH 65,EAST   65 STREET,high income,French,12,A
MATCH 65,EAST   65 STREET,high income,French,9,A
MATCH 65,EAST   65 STREET,high income,French,3,A
MATCH 65,EAST   65 STREET,high income,French,12,A
MATIZ LATIN CUISINE,QUEENS BLVD,medium income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
MATIZ LATIN CUISINE,QUEENS BLVD,medium income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
LUCIEN RESTAURAUNT,1 AVENUE,medium income,French,12,A
MATSU JAPANESE CUISINE,COLUMBUS AVENUE,high income,Japanese,17,B
MATSU JAPANESE CUISINE,COLUMBUS AVENUE,high income,Japanese,17,B
MATSU JAPANESE CUISINE,COLUMBUS AVENUE,high income,Japanese,17,B
MATSU JAPANESE CUISINE,COLUMBUS AVENUE,high income,Japanese,9,A
MATSU JAPANESE CUISINE,COLUMBUS AVENUE,high income,Japanese,9,A
MATSU JAPANESE CUISINE,COLUMBUS AVENUE,high income,Japanese,9,A
MATSU JAPANESE CUISINE,COLUMBUS AVENUE,high income,Japanese,17,B
MATSU JAPANESE CUISINE,COLUMBUS AVENUE,high income,Japanese,17,B
MATSU JAPANESE CUISINE,COLUMBUS AVENUE,high income,Japanese,17,B
MATSU JAPANESE CUISINE,COLUMBUS AVENUE,high income,Japanese,20,Z
MATSU JAPANESE CUISINE,COLUMBUS AVENUE,high income,Japanese,20,Z
MATSU JAPANESE CUISINE,COLUMBUS AVENUE,high income,Japanese,20,Z
MATSU JAPANESE CUISINE,COLUMBUS AVENUE,high income,Japanese,10,A
MATSU JAPANESE CUISINE,COLUMBUS AVENUE,high income,Japanese,10,A
MATSU JAPANESE CUISINE,COLUMBUS AVENUE,high income,Japanese,10,A
MATSU JAPANESE CUISINE,COLUMBUS AVENUE,high income,Japanese,20,Z
MATSU JAPANESE CUISINE,COLUMBUS AVENUE,high income,Japanese,20,Z
MATSU JAPANESE CUISINE,COLUMBUS AVENUE,high income,Japanese,20,Z
MAXIN BAKERY,MAIN STREET,low income,Bakery,4,A
MAXIN BAKERY,MAIN STREET,low income,Bakery,2,A
MAXIN BAKERY,MAIN STREET,low income,Bakery,9,A
MAXIN BAKERY,MAIN STREET,low income,Bakery,2,A
MAXIN BAKERY,MAIN STREET,low income,Bakery,9,A
MAXIN BAKERY,MAIN STREET,low income,Bakery,2,A
MAXIN BAKERY,MAIN STREET,low income,Bakery,10,A
MAXWELL'S,READE STREET,high income,Irish,23,B
MAXWELL'S,READE STREET,high income,Irish,23,B
MAXWELL'S,READE STREET,high income,Irish,23,B
MAXWELL'S,READE STREET,high income,Irish,23,B
MAXWELL'S,READE STREET,high income,Irish,23,B
MAXWELL'S,READE STREET,high income,Irish,23,B
MAXWELL'S,READE STREET,high income,Irish,2,A
MAXWELL'S,READE STREET,high income,Irish,2,A
MAXWELL'S,READE STREET,high income,Irish,2,A
MAXWELL'S,READE STREET,high income,Irish,9,A
MAXWELL'S,READE STREET,high income,Irish,9,A
MAXWELL'S,READE STREET,high income,Irish,9,A
MAXWELL'S,READE STREET,high income,Irish,10,A
MAXWELL'S,READE STREET,high income,Irish,10,A
MAXWELL'S,READE STREET,high income,Irish,10,A
MAXWELL'S,READE STREET,high income,Irish,9,A
MAXWELL'S,READE STREET,high income,Irish,9,A
MAXWELL'S,READE STREET,high income,Irish,9,A
LUCIEN RESTAURAUNT,1 AVENUE,medium income,French,12,A
LUCIEN RESTAURAUNT,1 AVENUE,medium income,French,12,A
LUCIEN RESTAURAUNT,1 AVENUE,medium income,French,13,A
LUCIEN RESTAURAUNT,1 AVENUE,medium income,French,13,A
LUCIEN RESTAURAUNT,1 AVENUE,medium income,French,13,A
LUCIEN RESTAURAUNT,1 AVENUE,medium income,French,12,A
